budget	link	location	post_date	propose_amount	title	view	content	office	time_limit	owner_positive
1萬~5萬	http://case.518.com.tw/casepage-detail-123888.html?from=google&a_id=3471	新北市	2017-04-15	10	公司形象網站建置	74	"配合時間：預計2017年05月底前完成驗收
配合地點：在家作業，以E-mail溝通聯繫、進度回報
案件說明： 
1. 非套版設計，靜態和動態網頁皆可 RWD
2. 主選單包含：連同首頁共5-10個頁面
3. ..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案 / 須定期至指定公司	60 天 【急件】	低
5萬~10萬	http://case.518.com.tw/casepage-detail-123873.html?from=google&a_id=3471	不拘	2017-04-15	9	購物網站平台設計	185	"1.案件內容：網站平台,會員註冊(需FB),金流介接(與銀行/第3方),訂單管理,會員管理
2.配合時間：1個月內完成
3.配合地點：不限
4.注意事項：前台需要RWD+html5,後台程式需要用PHP+MySQ..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案 / 須定期至指定公司	60 天 【長期合作】 (註:尋找日後配合人選)	中
1萬~5萬	http://case.518.com.tw/casepage-detail-123429.html?from=google&a_id=3471	新北市	2017-04-15	32	網頁Banner 內頁修圖 設計美編	802	"1.案件說明：(banner 與內頁美編修圖 可長期或論件計酬)
2.配合時間：(可長期配合或論件計酬)
3.配合地點：(在家作業可使用line聯繫 研討時需會面)
4.注意事項：(請自備近期作品或連..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	30 天 【長期合作】 (註:尋找日後配合人選)	中
10萬~30萬	http://case.518.com.tw/casepage-detail-123469.html?from=google&a_id=3471	台北市	2017-04-15	7	金融網站前端開發	748	"1.案件說明：專案開發工作
2.配合時間：長期合作
3.配合地點：台北市
4.注意事項：須熟悉下列技術
[FrontEnd]
1.ReactJS 
2.RWD (Bootstrap)
3.HTML5/CSS(含切版)
4.BackEnd API介接
..欲查看案件詳細內容，請先登入或免費註冊"	在自設公司、工作室接案	30 天 【一般案件】	中
1萬~5萬	http://case.518.com.tw/casepage-detail-123342.html?from=google&a_id=3471	台中市	2017-04-15	34	產品命名/LOGO設計/網頁設計	892	"1.案件說明：3C產品命名，命名須淺顯易懂(中/英)文皆需要
           還需要LOGO設計及簡易網站設計搭建
2.配合時間：(在家作業)
3.配合地點：不拘
4.注意事項：產品命名/ Slogan標語..欲查看案件詳細內容，請先登入或免費註冊"	在家工作	30 天 【一般案件】	中
1萬~5萬	http://case.518.com.tw/casepage-detail-123846.html?from=google&a_id=3471	桃園市	2017-04-14	5	美食投栗系統前後台建置	195	"【案件說明】
1. 提供註冊與上傳美食
2. 需可上傳圖片、店家地址、店家外觀圖或選附近路標(限無地址選項)
3. 單一帳號不可以同時推薦同一地址2次
4. 選出前20美食，委請網友投票選出第..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	30 天 【一般案件】	低
10萬~30萬	http://case.518.com.tw/casepage-detail-123836.html?from=google&a_id=3471	不拘	2017-04-14	18	新聞平台含購物車功能RWD網站架設	395	"1.案件內容：
架設新聞平台含購物車功能RWD網站需擅長網頁版型設計、網頁切版製作、網頁美編設計之人才，美感佳、熟悉RWD框架、有經驗且能長期配合者優先，形式參考：
1.https://theinitium..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案 / 須定期至指定公司	60 天 【一般案件】	中
1萬~5萬	http://case.518.com.tw/casepage-detail-123804.html?from=google&a_id=3471	高雄市	2017-04-14	11	wordpress設計(新聞、文章平台)	299	"1.案件說明：用途是發佈遊戲相關的新聞、心得文章及攻略
因為需要趕上線所以先把發文的功能及版面弄好就好，
之後需要逐步增加功能歡迎長期配合。
需要RWD及符合扁平化設計的視覺風格。

..欲查看案件詳細內容，請先登入或免費註冊"	在家工作	30 天 【長期合作】 (註:尋找日後配合人選)	低
1萬~5萬	http://case.518.com.tw/casepage-detail-123802.html?from=google&a_id=3471	高雄市	2017-04-14	0	ECShop 功能客製 [可長期配合]	260	"一、案件說明：ECShop 二次開發新功能
1.Google 快速登入
2.金額千位分隔符
3.PAYPAL 模組修改,收到錢後台會顯示已付款
4.繳費代碼回傳到 ECShop 訂單
5.後台的虛擬卡列表需要輸入密碼..欲查看案件詳細內容，請先登入或免費註冊"	在家工作	60 天 【長期合作】 (註:尋找日後配合人選)	中
1萬~5萬	http://case.518.com.tw/casepage-detail-123714.html?from=google&a_id=3471	不拘	2017-04-14	9	RWD/APP 前後台平台架構	502	"關於設計:
先做RWD滿意後再繼續配合做APP

●WEB前台設計與切版(RWD) 三種規格(電腦/平板/手機)
●設計風格→平面化圖像設計
●我方提供參考網站

關於程式/後台
●前/後台架..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	60 天 【長期合作】 (註:尋找日後配合人選)	高
1萬~5萬	http://case.518.com.tw/casepage-detail-123609.html?from=google&a_id=3471	不拘	2017-04-14	8	寵物用品 FB粉絲團經營 增加真人粉絲	783	"1.案件說明：
寵物用品 FB粉絲團經營 增加真人粉絲
商品化題操作企劃: 結合各大論壇、FB、官網、部落格等宣傳方式，目的在於發揮您的創意，炒熱產品在網路上之討論度，並使公司的寵物產品容..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	14 天 【長期合作】 (註:尋找日後配合人選)	中
1萬~5萬	http://case.518.com.tw/casepage-detail-123798.html?from=google&a_id=3471	台北市	2017-04-13	8	企業官網(購物網站)網頁設計	342	"1.案件說明：配合健康食品新品牌購物官網架設，需擅長網頁版型設計、網頁切版製作、網頁美編設計之人才，美感佳、熟悉RWD框架、有經驗且能長期配合者優先，熟悉91APP系統介面者為佳。
2.配合..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案 / 須定期至指定公司	60 天 【長期合作】 (註:尋找日後配合人選)	低
1萬~5萬	http://case.518.com.tw/casepage-detail-123433.html?from=google&a_id=3471	不拘	2017-04-13	23	WordPress商業網站架設	650	"1.案件說明：使用WordPress架設之商業網站，含購物車、線上客服系統、電子報功能
2.配合時間：一個月
3.配合地點：在家作業
4.注意事項：精通 wordpress欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	30 天 【一般案件】	中
1萬~5萬	http://case.518.com.tw/casepage-detail-123707.html?from=google&a_id=3471	不拘	2017-04-13	9	RWD網頁網站設計	601	"1.案件說明：有經驗網頁設計師、美編設計、網頁版型設計，熟悉RWD框架，能長期配合者優先
2.配合時間：立即
3.配合地點：在家作業
4.注意事項：配合度高、能在訂定時間內完工、需在工作日內..欲查看案件詳細內容，請先登入或免費註冊"	在家工作	60 天 【一般案件】	高
5萬~10萬	http://case.518.com.tw/casepage-detail-123457.html?from=google&a_id=3471	台中市	2017-04-13	9	網站SEO優化 Google行銷	643	"1.案件說明：GoogleAdwords配合預算操作 並針對網站內容可提出SEO優化部分提出建議(我們可自行修改)
2.配合時間：預計執行一季  可隨時開始者佳
3.配合地點：可在家作業 但案件開始初期..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案 / 須定期至指定公司	60 天 【長期合作】 (註:尋找日後配合人選)	高
30萬~50萬	http://case.518.com.tw/casepage-detail-123727.html?from=google&a_id=3471	高雄市	2017-04-13	28	企業官網改版	653	"1.案件說明：公司的官網要進行改版
2.配合時間：預計完成日:2017/8月
3.配合地點：高雄市楠梓加工區第二園區創意南路**號
4.注意事項：1.需有管理後台 2.RWD網頁 3.網頁素材需合法 4.可自..欲查看案件詳細內容，請先登入或免費註冊"	在自設公司、工作室接案 / 須定期至指定公司	30 天 【一般案件】	中
1萬~5萬	http://case.518.com.tw/casepage-detail-123351.html?from=google&a_id=3471	不拘	2017-04-13	4	android app顯示flash網頁	465	"1.案件內容：公司網頁(由flash構成)需要在android平台上執行，需要做一個能夠顯示網頁的app
2.配合時間：一個月
3.配合地點：在家作業
4.注意事項：無欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	60 天 【一般案件】	中
1萬~5萬	http://case.518.com.tw/casepage-detail-123701.html?from=google&a_id=3471	台北市	2017-04-12	10	商品目錄	524	"配合時間：預計2017年06月底前完成驗收
配合地點：在家作業，以E-mail溝通聯繫、進度回報
案件說明： 
1. 非套版設計，靜態和動態網頁皆可
2. 將紙質的商品目錄改為電子版目錄
3. 公司已..欲查看案件詳細內容，請先登入或免費註冊"	在家工作	30 天 【一般案件】	中
1萬~5萬	http://case.518.com.tw/casepage-detail-123654.html?from=google&a_id=3471	高雄市	2017-04-12	25	網拍商品上下架-徵長期、細心者^^	1107	"1.案件說明：
**拍賣商城網路商品上架**(每筆$3~5)
平台有:YAHOO拍賣、露天拍賣、PCHOMA商店街、蝦皮、超級商城等。
已有商品名稱/價格/圖片/商品規格編號，只需複製各賣場設定刊登。
..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	60 天 【一般案件】	高
1萬~5萬	http://case.518.com.tw/casepage-detail-123600.html?from=google&a_id=3471	台中市	2017-04-12	14	徵求長期配合網頁設計師（台中優先）	635	"1.案件說明：有經驗網頁設計師、網頁切版製作美編設計、網頁版型設計，熟悉RWD框架，能長期配合者優先。
2.配合時間：即日
3.配合地點：台中、在家作業
4.注意事項：
-配合度高能
-在訂..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	30 天 【急件】	高
1萬~5萬	http://case.518.com.tw/casepage-detail-123683.html?from=google&a_id=3471	高雄市	2017-04-11	3	網頁版app案件外包	369	"1.案件說明：前端需使用react native完成行動版網頁設計，並以cordova封裝成app。
2.配合時間：15日工期(不含會議時間)
3.配合地點：無特別需求；可配合參加製作前會議尤佳。
4.注意事項..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	30 天 【急件】	中
1萬~5萬	http://case.518.com.tw/casepage-detail-123679.html?from=google&a_id=3471	台北市	2017-04-11	1	購物車系統 (限) laravel	362	"1.再現有網站中建置購物車(整套喔)
2.主要內容：要懂laravel(因為有某某說會，後來又做不到了，所以只能用Laraval)
3.具備功能：兼顧安全性與效能、需串接金流、Email系統通知
4.基本要求..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案 / 須定期至指定公司	30 天 【一般案件】	中
1萬~5萬	http://case.518.com.tw/casepage-detail-123678.html?from=google&a_id=3471	台北市	2017-04-11	9	後台網頁版型設計	498	"1.案件說明：後台型網頁設計，顯示各項計算數據供使用者觀看使用，數據計算輸入/輸出等會使用目前我方現有系統，僅需分類呈現數據即可，可接受用現成套版方式修改，其餘未盡事宜可隨時討論
2...欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	15 天 【一般案件】	低
1萬~5萬	http://case.518.com.tw/casepage-detail-123672.html?from=google&a_id=3471	新北市	2017-04-11	25	急案~~全系列襪款美編內容頁	645	"1.案件說明：急案~~全系列襪款美編內容頁商品照片全系列已完成
          剩下區背美編排版及公版材質說明及襪款細部解說及獲獎及送驗sgs
          認證相關 台灣社頭襪廠製造流程....等 [..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	3 天 【急件】	中
1萬~5萬	http://case.518.com.tw/casepage-detail-123663.html?from=google&a_id=3471	不拘	2017-04-11	8	應用程式下載與上架平台網站製作	408	"1.案件說明：製作一個可以上傳與下載應用程式的平台網站,具備後台管理系統
2.配合時間：計劃書提供後1個月
3.配合地點：在家作業
4.注意事項：
  1.須具備相關作品,最好是網購平台經驗
..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	60 天 【一般案件】	中
1萬~5萬	http://case.518.com.tw/casepage-detail-123647.html?from=google&a_id=3471	高雄市	2017-04-11	7	購物平台設計	417	"1.案件說明：PHP語言，使用CI框架建構。
2.配合時間：30-60日曆天完成
3.配合地點：在家作業
4.功能需求：
 A.前後台設計(購物車，商品陳列)
 B.RWD響應式設計。
 C.與銀行信用卡(..欲查看案件詳細內容，請先登入或免費註冊"	在家工作	60 天 【一般案件】	低
1萬~5萬	http://case.518.com.tw/casepage-detail-123640.html?from=google&a_id=3471	不拘	2017-04-11	6	聯盟行銷推廣網站設計	417	"1.大致案件內容, 視當面溝通後增減功能
(1) 課程銷售頁:會員可按
a. 我要推廣此課程, 然後產上推廣網址可貼在臉書部落格或其他平台
b. 加入課程推廣行列:申請推廣會員加入(頁面越簡單越..欲查看案件詳細內容，請先登入或免費註冊"	在家工作	60 天 【一般案件】	中
1萬~5萬	http://case.518.com.tw/casepage-detail-123542.html?from=google&a_id=3471	新北市	2017-04-11	7	網拍上架~ 長期配合	737	"1.案件說明：
-網拍商品上架 建檔 各大平台上架
-商品圖檔美編 能獨立完成 需具有行銷概念 吸引消費者(有經驗再來投遞)
-上架件數上萬件：$5/件
2.配合時間：
白天晚上假日皆可，..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案 / 須定期至指定公司	30 天 【急件】	中
1萬~5萬	http://case.518.com.tw/casepage-detail-123618.html?from=google&a_id=3471	彰化縣	2017-04-10	17	FB設計管理及網站設計及管理	617	"配合時間：預計2017年05月底前完成驗收
配合地點：在家作業，以E-mail溝通聯繫、進度回報
案件說明： 
1. 非套版設計，靜態和動態網頁皆可
2. 主選單包含：關於公司、最新消息、菜單欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	30 天 【長期合作】 (註:尋找日後配合人選)	低
5萬~10萬	http://case.518.com.tw/casepage-detail-123518.html?from=google&a_id=3471	嘉義市	2017-04-07	14	php購物網站開發	660	"1.協助公司網站架設以及資料庫的建置。
2.主要內容：負責網站前後台功能及整體動線的規劃、執行與維護。
3.具備功能：會員系統、電子報系統、訂單管理。
4.需熟悉PHP、MySQL。
5.請提供案..欲查看案件詳細內容，請先登入或免費註冊"	須定期至指定公司	30 天 【長期合作】 (註:尋找日後配合人選)	低
1萬~5萬	http://case.518.com.tw/casepage-detail-123505.html?from=google&a_id=3471	台南市	2017-04-07	10	公司徵求長期配合美編	505	"1.案件說明：有經驗網頁設計師、美編設計、網頁版型設計，熟悉RWD框架，能長期配合者優先
2.配合時間：立即
3.配合地點：在家作業
4.注意事項：配合度高、能在訂定時間內完工、需在工作日內..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	10 天 【急件】	中
1萬~5萬	http://case.518.com.tw/casepage-detail-123425.html?from=google&a_id=3471	不拘	2017-04-07	11	拍賣網站的設計	749	"配合時間：預計2017年05月10號前完成驗收
案件說明： 
1. 需商品描述 及篩選功能 
2. 需有結帳匯款功能 
3. 後台要有即時業績功能欲查看案件詳細內容，請先登入或免費註冊"	在家工作	30 天 【一般案件】	中
1萬~5萬	http://case.518.com.tw/casepage-detail-123465.html?from=google&a_id=3471	不拘	2017-04-06	13	php網頁工程師	684	"＊案件說明＊
徵求網頁工程師，需會寫php及SQL資料庫

＊配合時間＊
自成交日起，願意長期配合者佳

＊配合地點＊
在家作業即可，平時用通訊軟體及電話聯絡，不需到發案方公司欲查看案件詳細內容，請先登入或免費註冊"	在家工作	60 天 【一般案件】	低
10萬~30萬	http://case.518.com.tw/casepage-detail-123454.html?from=google&a_id=3471	台北市	2017-04-06	26	Doshisha刨冰機產品展演設計	884	"1.案件說明：(此專案之工作內容: EC/貼紙/跳卡/DM/紙展架/電商圖/說明書設/展演設計/Roadshow攤位設計)
2.配合時間：(預計執行:6月 完工時間:5月底)
3.配合地點：(在家作業)欲查看案件詳細內容，請先登入或免費註冊"	在家工作	60 天 【一般案件】	低
5萬~10萬	http://case.518.com.tw/casepage-detail-123444.html?from=google&a_id=3471	台中市	2017-04-06	5	APP UI/UX設計師及切版設計	548	"1.案件說明：急徵APP UI/UX視覺設計，有相關APP開發經驗者佳，需一體化搭配網站切版設計風格
2.配合時間：可立即作業佳 或規劃案期時間內自己完成
3.配合地點：可在家作業、但提案期需配合..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案 / 須定期至指定公司	60 天 【急件】	中
1萬~5萬	http://case.518.com.tw/casepage-detail-123434.html?from=google&a_id=3471	台北市	2017-04-06	7	PHP網站串接金流	627	"1.案件說明：
熟悉PHP + MYSQL
網站已申請綠界金流
部份已串接好
尚需完成
信用卡 3 以及 6 期分期
以及
超商貨到取貨付款
2.配合時間：(七日)
3.配合地點：(可在家作業)欲查看案件詳細內容，請先登入或免費註冊"	在家工作	60 天 【一般案件】	中
1萬~5萬	http://case.518.com.tw/casepage-detail-123402.html?from=google&a_id=3471	桃園市	2017-04-05	33	公司網頁設計	913	"配合時間：預計2017年05月底前完成驗收
配合地點：在家作業，以E-mail溝通聯繫、進度回報
案件說明： 
1. 非套版設計，靜態和動態網頁皆可
2. 主選單包含：關於公司、最新消息、產品、.....欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	30 天 【一般案件】	低
5千以內	http://case.518.com.tw/casepage-detail-123895.html?from=google&a_id=3471	不拘	2017-04-15	0	購物網站設計及搭建	55	"1.案件內容：網站平台,會員註冊(需FB可註冊),金流介接(與蝦皮),訂單管理,會員管理
2.配合時間：1個月內完成
3.配合地點：可在家作業
4.注意事項：需要實際做過買賣店家訂單購物車經驗，..欲查看案件詳細內容，請先登入或免費註冊"	在家工作	30 天 【一般案件】	低
5千以內	http://case.518.com.tw/casepage-detail-123898.html?from=google&a_id=3471	台中市	2017-04-15	1	設計公司服務項目手冊	56	"1.案件內容： 設計公司服務項目手冊(需用Ai,Ps)，及內容之完整視覺設計，包含示意圖等。預計頁數20頁左右。
2.配合時間： 一個月內。
3.配合地點： 可在家作業，需配合一週開會一次報告進..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案 / 須定期至指定公司	60 天 【長期合作】 (註:尋找日後配合人選)	低
5千~1萬	http://case.518.com.tw/casepage-detail-123877.html?from=google&a_id=3471	台南市	2017-04-15	5	誠徵 FB粉絲團經營代操小編	121	"1. 粉絲團：接案者需代為行銷經營FB粉絲團。
短期內提升粉絲數、推文/活動互動數、評論數，以及活絡提升至高討論人氣。
2. 品牌經營：希望能從中了解本公司的產品，建立忠實粉絲。
3.欲接..欲查看案件詳細內容，請先登入或免費註冊"	在家工作	15 天 【長期合作】 (註:尋找日後配合人選)	中
5萬~10萬	http://case.518.com.tw/casepage-detail-121610.html?from=google&a_id=3471	不拘	2017-04-15	53	網站架設	2388	"1.案件說明：我們公司想要架設新的網站,網站除了公司介紹還需要有購物的功能,並且能結帳,需符合RWD
2.配合時間：(預計執行工期30日)
3.配合地點：(在家作業、配合地區不拘)
4.注意事..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	60 天 【一般案件】	中
5千~1萬	http://case.518.com.tw/casepage-detail-122930.html?from=google&a_id=3471	桃園市	2017-04-15	15	網路維護經營	1247	"1.案件說明：(協助將公司產品維護及上架,Yahoo/Ruten/PcHome/Shopee/Momo/及FB粉絲團。少量產品製圖、DM製作)
2.配合時間：(雙方約定。每周3-5天,每日3-4小時)
3.配合地點：(在家作業..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	60 天 【長期合作】 (註:尋找日後配合人選)	高
5千~1萬	http://case.518.com.tw/casepage-detail-122933.html?from=google&a_id=3471	台北市	2017-04-15	13	FB 粉絲團經營行銷顧問	1047	"1.案件說明：協助企業臉書粉絲網站經營行銷、行銷活動規劃、其他網路行銷。
2.配合時間：短期/長期皆可
3.配合地點：每周需會議一次(雙北、桃園、新竹地區佳)
4.注意事項：(1)有經營過粉..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	60 天 【一般案件】	高
1萬~5萬	http://case.518.com.tw/casepage-detail-122485.html?from=google&a_id=3471	不拘	2017-04-15	11	徵求CSS切版高手，長期合作，台中優先	666	"1.案件內容：
我們提供穩定的接案來源，需要擅長CSS網站切版的人才，案件簡單，案量眾多。
工作項目主要是做RWD網站切版，請來電或來信與我們聯絡。台中優先。
2.配合時間：長期配合
3.配..欲查看案件詳細內容，請先登入或免費註冊"		60 天 【一般案件】	中
5萬~10萬	http://case.518.com.tw/casepage-detail-122755.html?from=google&a_id=3471	新北市	2017-04-15	10	論壇型網站開發(合作模式)	911	"1.案件說明：開發論壇行網站，長期配合，以合作方式進行
2.配合時間：即日到2017/8
3.配合地點：在家工作
4.注意事項：以雙北地區與個人工作室為優先,合作模式利潤分配欲查看案件詳細內容，請先登入或免費註冊"	在家工作	60 天 【長期合作】 (註:尋找日後配合人選)	中
5千~1萬	http://case.518.com.tw/casepage-detail-123028.html?from=google&a_id=3471	不拘	2017-04-15	6	社交app版面設計	673	"1.案件說明：仿facebook or line or dcard 設計 約十頁 
並依不同尺寸比例的手機作頁面調整
2.配合時間：兩週
3.配合地點：在家
4.注意事項：(其它注意事項)欲查看案件詳細內容，請先登入或免費註冊"	在家工作	30 天 【一般案件】	中
1萬~5萬	http://case.518.com.tw/casepage-detail-120725.html?from=google&a_id=3471	台南市	2017-04-15	6	第三方支付模組設計	2335	"1.案件說明：(做以下申請及坎入到我們跨平台系統
功能接入需有以下功能
台灣區
1.	歐付寶(已支援超商,網路ATM,信用卡)
2.	微信支付
3.	LinePay
中國區
1.	支付寶
2.	微信
英語區..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案 / 須定期至指定公司	60 天 【長期合作】 (註:尋找日後配合人選)	高
報價	http://case.518.com.tw/casepage-detail-122521.html?from=google&a_id=3471	台北市	2017-04-15	40	一頁式網站製作、架設。主機代管。	1270	"1.案件說明：一頁式網頁，公司產品介紹，網頁製作、架設。主機代管
2.配合時間：2017/03-2018/05
3.配合地點：在家作業，有時需見面會議。
4.注意事項：提案請附作品。能獨立作業快速完成者..欲查看案件詳細內容，請先登入或免費註冊"	在家工作	60 天 【長期合作】 (註:尋找日後配合人選)	中
30萬~50萬	http://case.518.com.tw/casepage-detail-116897.html?from=google&a_id=3471	不拘	2017-04-15	18	博奕遊戲，網頁設計	1698	"1.案件內容：博奕遊戲、網頁設計
2.配合時間：
3.配合地點：桃園以北
4.注意事項：欲查看案件詳細內容，請先登入或免費註冊"		30 天 【一般案件】	中
1萬~5萬	http://case.518.com.tw/casepage-detail-122304.html?from=google&a_id=3471	不拘	2017-04-15	5	freepbx 管理網頁修改	983	"1.案件內容：依需求修改freepbx 管理網頁，主要在中文化與簡化管理介面，移除系統中用不到的功能。
2.配合時間：1至2個月內完成。
3.配合地點：可在家作業，須至桃園討論工作內容與進度。
..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	60 天 【一般案件】	中
報價	http://case.518.com.tw/casepage-detail-115417.html?from=google&a_id=3471	台北市	2017-04-15	9	中國電子商務網站廣告託播	3162	"1.案件說明：於中國電商平台，播放廣告
2.配合時間：10510-106-09
3.配合地點：在家作業，有時需見面會議
4.注意事項：熟悉中國電子商務廣告播放方式者，擅長B2B平台操作者尤佳。欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 須定期至指定公司	60 天 【長期合作】 (註:尋找日後配合人選)	中
5千~1萬	http://case.518.com.tw/casepage-detail-122089.html?from=google&a_id=3471	台北市	2017-04-15	29	【徵長期】FB小編經營/廣告投放	3075	"1.案件說明：
(A) 粉絲團經營小編：客戶溝通蒐集資料、依客戶需求設計貼文(含圖片)、監控留言及訊息回復，必要時到客戶公司拜訪，平日可在家作業。
(B) 文章編輯：我們需要自認對文字掌控力..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案 / 須定期至指定公司	60 天 【長期合作】 (註:尋找日後配合人選)	高
5千以內	http://case.518.com.tw/casepage-detail-122603.html?from=google&a_id=3471	不拘	2017-04-15	16	醫學美容產品美編（配合公司活動檔期）	812	"1.案件內容：母親節活動
2.配合時間：一週內
3.配合地點：在家做業，公司可提供商品電子檔討論運作
4.注意事項：欲查看案件詳細內容，請先登入或免費註冊"		30 天 【一般案件】	高
5千~1萬	http://case.518.com.tw/casepage-detail-123374.html?from=google&a_id=3471	不拘	2017-04-15	13	FACEBOOK網路行銷活動	616	"1.案件說明：(1.部落客媒合邀請撰文、2.Facebook 行銷活動規劃、3.網路行銷活動規劃及網站建置、4.產品體驗活動規劃、5.粉絲團議題操作與風險管理、6.品牌商品曝光及引流)

2.配合時間：(..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	30 天 【急件】	中
5千以內	http://case.518.com.tw/casepage-detail-123850.html?from=google&a_id=3471	台北市	2017-04-14	2	3C 產品行銷/ 代操	203	"案件說明:我們在找尋剛推出 3C 產品的行銷/ 代操合作夥伴
配合地點:不拘
配合時間:詳談
對產品喜愛並有行銷規劃想法者,請跟我們聯絡. 謝謝~欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案 / 須定期至指定公司	3 天 【一般案件】	中
報價	http://case.518.com.tw/casepage-detail-123845.html?from=google&a_id=3471	不拘	2017-04-14	3	網站維護人員	178	"1.案件說明：網站維護工作，須具備以下經驗
熟悉php laravel
熟悉Mysql
熟悉Linux基本操作
熟悉Git版本控制（採用bitbucket）
具有實務經驗

2.配合時間：根據案件，每週會議一次（..欲查看案件詳細內容，請先登入或免費註冊"	在家工作	60 天 【長期合作】 (註:尋找日後配合人選)	中
5千~1萬	http://case.518.com.tw/casepage-detail-123817.html?from=google&a_id=3471	不拘	2017-04-14	4	協助社群網站/官網託管	240	"1.案件說明：協助FB粉絲網站經營行銷、活動規劃。
2.配合時間：短期/長期皆可
3.配合地點：需不定期配合會議討論細節。視訊、LINE通話
作業：可在家作業、並使用Skype或LINE聯繫。
4.注意..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	30 天 【一般案件】	低
5千~1萬	http://case.518.com.tw/casepage-detail-123803.html?from=google&a_id=3471	台北市	2017-04-14	3	行銷公司網站新增功能	211	"1.案件說明：
網站規格：ASP主機+MSSQL資料庫，網站有前後台，現在要增加一個功能，類似像meta keyword=""keyword""的增刪修功能，每一個頁面及分類都需要。
2.配合時間：3-7天
3.執行在家作..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	60 天 【長期合作】 (註:尋找日後配合人選)	低
1萬~5萬	http://case.518.com.tw/casepage-detail-123138.html?from=google&a_id=3471	新北市	2017-04-14	47	生科公司DM設計/網站素材美化/產品線稿	1407	"配合時間：預計2017年5月前完成
配合地點：在家作業可，以E-mail溝通聯繫/若有需要可至公司協商
案件說明：
1. DM設計：
           DM樣子希望能像手機DM那種折疊式，若有更好想法也可..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	60 天 【急件】	中
5千~1萬	http://case.518.com.tw/casepage-detail-123509.html?from=google&a_id=3471	台中市	2017-04-14	1	購物網站後台上架功能擴充	458	"1.案件說明：希望將現有購物網站增加一個新的上架功能，類似蝦皮上架的方式
2.配合時間：預計執行工期為15日
3.配合地點：限台中市
4.注意事項：請親自拜訪，了解需求，結案需保固一年及後續..欲查看案件詳細內容，請先登入或免費註冊"	在自設公司、工作室接案 / 須定期至指定公司	10 天 【急件】	高
5千~1萬	http://case.518.com.tw/casepage-detail-122882.html?from=google&a_id=3471	台南市	2017-04-14	23	網路商城美編設計	1077	"1.購物網站商品美編設計，圖文排版，活動BN設計，商品上架。
  執行平台，官網/PCHOME商店街/91App/PCHOME24小時
2.誠摯尋求有經驗網路購物美編，長期配合。
3.在家作業，可使用電話或LINE..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	30 天 【一般案件】	中
